Date,Account,Amount,Subcategory,Memo
2022-08-30,20-74-09 40406538,-30.5,Contactless Card Purchase,MARKS&SPENCER PLC     ON 29 AUG CLP
2022-08-30,20-74-09 40406538,-21.75,Contactless Card Purchase,CO OPERATIVE FOOD     ON 26 AUG CLP
2022-08-30,20-74-09 60458872,-19.5,Contactless Card Purchase,FOXY WINGS            ON 28 AUG CLP
2022-08-30,20-53-97 30728691,-33.0,Direct Debit,BOOTS REWARDSCHEME    A45028400000736 DDR
2022-08-30,20-53-97 30728691,-1200.0,Standing Order,MR MATTHEW STUART     207409 40406538 STO
2022-08-30,20-74-09 40406538,-1.5,Contactless Card Purchase,MILTON KEYNES PARK    ON 25 AUG CLP
2022-08-30,60-83-71 00558156,750.0,REVENUE,TUCKER MS 4321 KUMAR RENT 
2022-08-30,20-74-09 60458872,-77.8,Contactless Card Purchase,FOXY WINGS            ON 28 AUG CLP
2022-08-30,20-74-09 60458872,-171.95,Direct Debit,BHAM MIDSHIRES        6092036837070000 DDR
2022-08-30,20-74-09 40406538,-53.0,Contactless Card Purchase,SPECSAVERS            ON 29 AUG CLP
2022-08-30,20-74-09 40406538,-17.1,Contactless Card Purchase,ZARA                  ON 29 AUG CLP
2022-08-30,20-74-09 60458872,124.66,Funds Transfer,200574 33631583       FRATTON RD LTD FT
2022-08-30,20-74-09 60458872,-708.56,Funds Transfer,FRATTON ROAD LIMIT    FRATTON SC FT
2022-08-30,20-74-09 60458872,-5300.0,Funds Transfer,FRATTON ROAD LIMIT    FRATTON SC FT
2022-08-30,20-74-09 60458872,750.0,Counter Credit,S Kumar               FLAT 4 MONTH 5 BGC
2022-08-30,20-74-09 40406538,1200.0,Standing Order,TUCK&VALEN HSE%0 P    207409 40406538 STO
2022-08-30,20-74-09 40406538,-25.2,Contactless Card Purchase,LIDL GB BEDFORD       ON 27 AUG CLP
2022-08-30,20-74-09 40406538,-16.49,Contactless Card Purchase,BOOTS 6407            ON 27 AUG CLP
2022-08-30,20-74-09 40406538,-18.4,Contactless Card Purchase,CO OPERATIVE FOOD     ON 29 AUG CLP
2022-08-30,20-74-09 60458872,708.56,Funds Transfer,200574 63796884       FRATTON SC FT
2022-08-30,60-83-71 00558156,650.0,REVENUE,TUCKER MS S BEDFORD 1746 
2022-08-30,60-83-71 00558156,357.53,REVENUE,TUCKER MS 3321 IBI LAST PAYM 
2022-08-30,20-74-09 40406538,-49.9,Contactless Card Purchase,WAITROSE 722          ON 26 AUG CLP
2022-08-30,20-74-09 60458872,-124.66,Funds Transfer,FRATTON ROAD LIMIT    FRATTON RD BALANCE FT
2022-08-30,20-74-09 60458872,650.0,Standing Order,MISS SOPHIE H BEDF    FLAT 17 ALHAMBRA STO
2022-08-30,20-74-09 60458872,357.53,Counter Credit,A Ibiyemi             RENT 3 321 LONDON BGC
2022-08-30,20-74-09 60458872,-1.5,Contactless Card Purchase,MILTON KEYNES PARK    ON 29 AUG CLP
2022-08-30,20-74-09 60458872,-147.98,Card Purchase,NO LIMITZ             ON 29 AUG BCC
2022-08-30,20-74-09 60458872,-36.0,Card Purchase,AMZNMktplace          ON 29 AUG BCC
2022-08-30,60-83-71 00558156,446.0,REVENUE,BEALS ESTATE AGENT FLAT 1321 LONDON R 
2022-08-30,20-74-09 60458872,5300.0,Funds Transfer,209254 13676978       FRATTON SC FT
2022-08-31,60-83-71 00558156,850.0,REVENUE,FYLES GR RENTF1 16-18 ALHAM 
2022-08-31,20-74-09 40406538,-4.5,Contactless Card Purchase,BP BEDFORD EXPRESS    ON 29 AUG CLP
2022-08-31,20-74-09 40406538,-26.12,Contactless Card Purchase,CO OPERATIVE FOOD     ON 30 AUG CLP
2022-08-31,20-53-97 30728691,820.0,Counter Credit,M Williams            RENT BGC
2022-08-31,20-74-09 60458872,-650.0,Bill Payment,RSA CAPITAL LIMITE    S BEDFORD 1746 BBP
2022-08-31,20-74-09 60458872,-357.53,Bill Payment,RSA CAPITAL LIMITE    3321 IBI LAST PAYM BB
2022-08-31,20-74-09 60458872,-750.0,Bill Payment,RSA CAPITAL LIMITE    4321 KUMAR RENT BBP
2022-08-31,20-74-09 60458872,-22.16,Direct Debit,EE LIMITED            Q13077400350800109 DD
2022-08-31,20-74-09 60458872,-249.86,Direct Debit,MORTGAGE TRUST        002197389 10119310 DD
2022-08-31,20-74-09 60458872,-251.35,Direct Debit,MORTGAGE TRUST        002186317 10119310 DD
2022-08-31,20-74-09 60458872,-251.35,Direct Debit,MORTGAGE TRUST        002186356 10119310 DD
2022-08-31,20-74-09 60458872,-251.35,Direct Debit,MORTGAGE TRUST        002186357 10119310 DD
2022-08-31,20-74-09 40406538,-40.0,Bill Payment,CLAUDIA TOLLETT       THANKS BBP
2022-09-01,20-74-09 60458872,-200.0,Bill Payment,PORTSEA ISLAND PRO    PIP229 23B CLEAN BBP
